year,sex,cause,qimd,agegroup,deaths
2001,1,C180,1,35-39,1
2001,1,C180,1,45-49,3
2001,1,C180,1,50-54,3
2001,1,C180,1,55-59,2
2001,1,C180,1,60-64,8
2001,1,C180,1,65-69,12
2001,1,C180,1,70-74,10
2001,1,C180,1,75-79,16
2001,1,C180,1,80-84,15
2001,1,C180,1,85-89,14
2001,1,C180,1,90+,3
2001,1,C180,2,50-54,2
2001,1,C180,2,55-59,5
2001,1,C180,2,60-64,9
2001,1,C180,2,65-69,9
2001,1,C180,2,70-74,15
2001,1,C180,2,75-79,15
2001,1,C180,2,80-84,16
2001,1,C180,2,85-89,13
2001,1,C180,2,90+,7
2001,1,C180,3,35-39,2
2001,1,C180,3,40-44,1
2001,1,C180,3,45-49,1
2001,1,C180,3,50-54,4
2001,1,C180,3,55-59,4
2001,1,C180,3,60-64,4
2001,1,C180,3,65-69,7
2001,1,C180,3,70-74,15
2001,1,C180,3,75-79,15
2001,1,C180,3,80-84,17
2001,1,C180,3,85-89,20
2001,1,C180,3,90+,4
2001,1,C180,4,30-34,1
2001,1,C180,4,45-49,2
2001,1,C180,4,50-54,5
2001,1,C180,4,55-59,5
2001,1,C180,4,60-64,9
2001,1,C180,4,65-69,12
2001,1,C180,4,70-74,17
2001,1,C180,4,75-79,25
2001,1,C180,4,80-84,17
2001,1,C180,4,85-89,17
2001,1,C180,4,90+,4
2001,1,C180,5,40-44,1
2001,1,C180,5,50-54,7
2001,1,C180,5,55-59,8
2001,1,C180,5,60-64,4
2001,1,C180,5,65-69,11
2001,1,C180,5,70-74,16
2001,1,C180,5,75-79,16
2001,1,C180,5,80-84,9
2001,1,C180,5,85-89,4
2001,1,C180,5,90+,9
2001,1,C181,1,45-49,2
2001,1,C181,1,50-54,1
2001,1,C181,1,60-64,1
2001,1,C181,1,75-79,1
2001,1,C181,2,70-74,1
2001,1,C181,3,30-34,1
2001,1,C181,3,50-54,1
2001,1,C181,4,40-44,1
2001,1,C181,4,50-54,1
2001,1,C181,4,55-59,1
2001,1,C181,4,60-64,2
2001,1,C181,4,65-69,1
2001,1,C181,5,50-54,1
2001,1,C181,5,65-69,1
2001,1,C181,5,70-74,1
2001,1,C182,1,50-54,1
2001,1,C182,1,55-59,1
2001,1,C182,1,60-64,1
2001,1,C182,1,70-74,1
2001,1,C182,1,75-79,2
2001,1,C182,1,80-84,1
2001,1,C182,2,45-49,1
2001,1,C182,2,60-64,1
2001,1,C182,2,65-69,1
2001,1,C182,2,70-74,3
2001,1,C182,2,75-79,4
2001,1,C182,2,80-84,3
2001,1,C182,2,90+,1
2001,1,C182,3,55-59,1
2001,1,C182,3,60-64,1
2001,1,C182,3,65-69,1
2001,1,C182,3,70-74,1
2001,1,C182,3,75-79,3
2001,1,C182,3,80-84,3
2001,1,C182,3,85-89,2
2001,1,C182,4,50-54,1
2001,1,C182,4,60-64,1
2001,1,C182,4,70-74,4
2001,1,C182,4,75-79,2
2001,1,C182,4,80-84,3
2001,1,C182,4,85-89,1
2001,1,C182,5,55-59,1
2001,1,C182,5,60-64,1
2001,1,C182,5,70-74,2
2001,1,C182,5,75-79,1
2001,1,C182,5,80-84,2
2001,1,C182,5,85-89,2
2001,1,C183,1,80-84,1
2001,1,C183,2,75-79,2
2001,1,C183,3,70-74,1
2001,1,C183,4,50-54,1
2001,1,C183,4,70-74,1
2001,1,C183,5,40-44,1
2001,1,C183,5,50-54,1
2001,1,C183,5,75-79,1
2001,1,C183,5,80-84,1
2001,1,C184,1,55-59,1
2001,1,C184,1,70-74,4
2001,1,C184,1,75-79,1
2001,1,C184,1,80-84,1
2001,1,C184,2,20-24,1
2001,1,C184,2,50-54,1
2001,1,C184,2,55-59,1
2001,1,C184,2,65-69,1
2001,1,C184,2,75-79,4
2001,1,C184,2,90+,1
2001,1,C184,3,50-54,1
2001,1,C184,3,60-64,1
2001,1,C184,3,65-69,1
2001,1,C184,3,70-74,1
2001,1,C184,3,75-79,5
2001,1,C184,4,55-59,2
2001,1,C184,4,65-69,2
2001,1,C184,4,70-74,2
2001,1,C184,4,75-79,1
2001,1,C184,4,85-89,1
2001,1,C184,5,40-44,1
2001,1,C184,5,55-59,1
2001,1,C184,5,65-69,1
2001,1,C184,5,85-89,1
2001,1,C185,1,45-49,1
2001,1,C185,1,75-79,1
2001,1,C185,2,70-74,2
2001,1,C185,2,75-79,1
2001,1,C185,3,70-74,1
2001,1,C185,4,65-69,1
2001,1,C185,5,75-79,1
2001,1,C186,1,70-74,1
2001,1,C186,1,75-79,1
2001,1,C186,2,50-54,1
2001,1,C186,2,65-69,1
2001,1,C186,2,80-84,2
2001,1,C186,3,70-74,1
2001,1,C186,3,80-84,1
2001,1,C186,3,85-89,1
2001,1,C186,4,50-54,2
2001,1,C186,4,70-74,1
2001,1,C186,4,80-84,1
2001,1,C186,5,50-54,1
2001,1,C186,5,80-84,1
2001,1,C186,5,85-89,1
2001,1,C187,1,25-29,1
2001,1,C187,1,40-44,1
2001,1,C187,1,55-59,4
2001,1,C187,1,60-64,2
2001,1,C187,1,65-69,16
2001,1,C187,1,70-74,16
2001,1,C187,1,75-79,15
2001,1,C187,1,80-84,19
2001,1,C187,1,85-89,15
2001,1,C187,1,90+,2
2001,1,C187,2,45-49,3
2001,1,C187,2,50-54,2
2001,1,C187,2,55-59,9
2001,1,C187,2,60-64,6
2001,1,C187,2,65-69,11
2001,1,C187,2,70-74,19
2001,1,C187,2,75-79,10
2001,1,C187,2,80-84,17
2001,1,C187,2,85-89,9
2001,1,C187,2,90+,6
2001,1,C187,3,35-39,1
2001,1,C187,3,40-44,1
2001,1,C187,3,45-49,2
2001,1,C187,3,50-54,5
2001,1,C187,3,55-59,3
2001,1,C187,3,60-64,6
2001,1,C187,3,65-69,7
2001,1,C187,3,70-74,17
2001,1,C187,3,75-79,16
2001,1,C187,3,80-84,14
2001,1,C187,3,85-89,16
2001,1,C187,3,90+,4
2001,1,C187,4,45-49,2
2001,1,C187,4,50-54,1
2001,1,C187,4,55-59,5
2001,1,C187,4,60-64,9
2001,1,C187,4,65-69,12
2001,1,C187,4,70-74,22
2001,1,C187,4,75-79,18
2001,1,C187,4,80-84,13
2001,1,C187,4,85-89,4
2001,1,C187,4,90+,2
2001,1,C187,5,35-39,2
2001,1,C187,5,45-49,2
2001,1,C187,5,50-54,2
2001,1,C187,5,55-59,3
2001,1,C187,5,60-64,5
2001,1,C187,5,65-69,9
2001,1,C187,5,70-74,7
2001,1,C187,5,75-79,14
2001,1,C187,5,80-84,9
2001,1,C187,5,85-89,6
2001,1,C187,5,90+,3
2001,1,C189,1,15-19,1
2001,1,C189,1,30-34,1
2001,1,C189,1,40-44,6
2001,1,C189,1,45-49,11
2001,1,C189,1,50-54,36
2001,1,C189,1,55-59,44
2001,1,C189,1,60-64,74
2001,1,C189,1,65-69,79
2001,1,C189,1,70-74,109
2001,1,C189,1,75-79,126
2001,1,C189,1,80-84,84
2001,1,C189,1,85-89,52
2001,1,C189,1,90+,20
2001,1,C189,2,35-39,2
2001,1,C189,2,40-44,5
2001,1,C189,2,45-49,14
2001,1,C189,2,50-54,24
2001,1,C189,2,55-59,34
2001,1,C189,2,60-64,50
2001,1,C189,2,65-69,108
2001,1,C189,2,70-74,131
2001,1,C189,2,75-79,154
2001,1,C189,2,80-84,99
2001,1,C189,2,85-89,67
2001,1,C189,2,90+,22
2001,1,C189,3,15-19,1
2001,1,C189,3,25-29,1
2001,1,C189,3,30-34,2
2001,1,C189,3,35-39,2
2001,1,C189,3,40-44,5
2001,1,C189,3,45-49,12
2001,1,C189,3,50-54,34
2001,1,C189,3,55-59,38
2001,1,C189,3,60-64,76
2001,1,C189,3,65-69,104
2001,1,C189,3,70-74,116
2001,1,C189,3,75-79,136
2001,1,C189,3,80-84,117
2001,1,C189,3,85-89,82
2001,1,C189,3,90+,28
2001,1,C189,4,30-34,1
2001,1,C189,4,35-39,4
2001,1,C189,4,40-44,4
2001,1,C189,4,45-49,15
2001,1,C189,4,50-54,21
2001,1,C189,4,55-59,38
2001,1,C189,4,60-64,63
2001,1,C189,4,65-69,81
2001,1,C189,4,70-74,138
2001,1,C189,4,75-79,122
2001,1,C189,4,80-84,103
2001,1,C189,4,85-89,71
2001,1,C189,4,90+,37
2001,1,C189,5,30-34,1
2001,1,C189,5,35-39,3
2001,1,C189,5,40-44,2
2001,1,C189,5,45-49,8
2001,1,C189,5,50-54,28
2001,1,C189,5,55-59,40
2001,1,C189,5,60-64,63
2001,1,C189,5,65-69,86
2001,1,C189,5,70-74,109
2001,1,C189,5,75-79,133
2001,1,C189,5,80-84,75
2001,1,C189,5,85-89,76
2001,1,C189,5,90+,18
2001,1,C19,1,40-44,3
2001,1,C19,1,45-49,2
2001,1,C19,1,50-54,5
2001,1,C19,1,55-59,11
2001,1,C19,1,60-64,10
2001,1,C19,1,65-69,15
2001,1,C19,1,70-74,29
2001,1,C19,1,75-79,18
2001,1,C19,1,80-84,12
2001,1,C19,1,85-89,6
2001,1,C19,2,40-44,2
2001,1,C19,2,45-49,2
2001,1,C19,2,50-54,2
2001,1,C19,2,55-59,6
2001,1,C19,2,60-64,8
2001,1,C19,2,65-69,18
2001,1,C19,2,70-74,11
2001,1,C19,2,75-79,12
2001,1,C19,2,80-84,8
2001,1,C19,2,85-89,4
2001,1,C19,2,90+,2
2001,1,C19,3,40-44,1
2001,1,C19,3,45-49,2
2001,1,C19,3,50-54,3
2001,1,C19,3,55-59,4
2001,1,C19,3,60-64,7
2001,1,C19,3,65-69,12
2001,1,C19,3,70-74,12
2001,1,C19,3,75-79,17
2001,1,C19,3,80-84,8
2001,1,C19,3,85-89,1
2001,1,C19,3,90+,4
2001,1,C19,4,35-39,1
2001,1,C19,4,45-49,3
2001,1,C19,4,50-54,5
2001,1,C19,4,55-59,5
2001,1,C19,4,60-64,9
2001,1,C19,4,65-69,17
2001,1,C19,4,70-74,16
2001,1,C19,4,75-79,22
2001,1,C19,4,80-84,10
2001,1,C19,4,85-89,5
2001,1,C19,4,90+,3
2001,1,C19,5,40-44,2
2001,1,C19,5,50-54,10
2001,1,C19,5,55-59,5
2001,1,C19,5,60-64,7
2001,1,C19,5,65-69,13
2001,1,C19,5,70-74,15
2001,1,C19,5,75-79,13
2001,1,C19,5,80-84,5
2001,1,C19,5,85-89,2
2001,1,C19,5,90+,2
2001,1,C20,1,30-34,3
2001,1,C20,1,35-39,2
2001,1,C20,1,40-44,7
2001,1,C20,1,45-49,8
2001,1,C20,1,50-54,23
2001,1,C20,1,55-59,34
2001,1,C20,1,60-64,50
2001,1,C20,1,65-69,68
2001,1,C20,1,70-74,71
2001,1,C20,1,75-79,83
2001,1,C20,1,80-84,49
2001,1,C20,1,85-89,29
2001,1,C20,1,90+,10
2001,1,C20,2,35-39,3
2001,1,C20,2,40-44,2
2001,1,C20,2,45-49,7
2001,1,C20,2,50-54,18
2001,1,C20,2,55-59,31
2001,1,C20,2,60-64,33
2001,1,C20,2,65-69,51
2001,1,C20,2,70-74,68
2001,1,C20,2,75-79,91
2001,1,C20,2,80-84,69
2001,1,C20,2,85-89,30
2001,1,C20,2,90+,22
2001,1,C20,3,35-39,1
2001,1,C20,3,40-44,4
2001,1,C20,3,45-49,3
2001,1,C20,3,50-54,21
2001,1,C20,3,55-59,26
2001,1,C20,3,60-64,42
2001,1,C20,3,65-69,41
2001,1,C20,3,70-74,66
2001,1,C20,3,75-79,67
2001,1,C20,3,80-84,67
2001,1,C20,3,85-89,38
2001,1,C20,3,90+,14
2001,1,C20,4,30-34,1
2001,1,C20,4,35-39,2
2001,1,C20,4,40-44,4
2001,1,C20,4,45-49,7
2001,1,C20,4,50-54,18
2001,1,C20,4,55-59,24
2001,1,C20,4,60-64,42
2001,1,C20,4,65-69,60
2001,1,C20,4,70-74,52
2001,1,C20,4,75-79,66
2001,1,C20,4,80-84,54
2001,1,C20,4,85-89,46
2001,1,C20,4,90+,14
2001,1,C20,5,35-39,2
2001,1,C20,5,40-44,8
2001,1,C20,5,45-49,10
2001,1,C20,5,50-54,18
2001,1,C20,5,55-59,25
2001,1,C20,5,60-64,44
2001,1,C20,5,65-69,44
2001,1,C20,5,70-74,48
2001,1,C20,5,75-79,61
2001,1,C20,5,80-84,42
2001,1,C20,5,85-89,33
2001,1,C20,5,90+,20
2001,1,C33,1,60-64,1
2001,1,C33,1,70-74,1
2001,1,C33,1,80-84,1
2001,1,C33,2,70-74,2
2001,1,C33,2,75-79,1
2001,1,C33,2,80-84,1
2001,1,C33,3,45-49,1
2001,1,C33,3,55-59,1
2001,1,C33,3,70-74,1
2001,1,C33,3,80-84,2
2001,1,C33,4,70-74,1
2001,1,C33,5,50-54,1
2001,1,C33,5,60-64,1
2001,1,C340,1,45-49,1
2001,1,C340,1,50-54,1
2001,1,C340,1,55-59,2
2001,1,C340,1,60-64,2
2001,1,C340,1,65-69,2
2001,1,C340,1,70-74,3
2001,1,C340,1,75-79,8
2001,1,C340,1,80-84,3
2001,1,C340,2,50-54,3
2001,1,C340,2,55-59,2
2001,1,C340,2,60-64,1
2001,1,C340,2,65-69,4
2001,1,C340,2,70-74,5
2001,1,C340,2,75-79,3
2001,1,C340,2,80-84,2
2001,1,C340,2,85-89,1
2001,1,C340,2,90+,1
2001,1,C340,3,55-59,1
2001,1,C340,3,60-64,1
2001,1,C340,3,65-69,1
2001,1,C340,3,70-74,2
2001,1,C340,3,75-79,1
2001,1,C340,3,80-84,1
2001,1,C340,3,90+,2
2001,1,C340,4,75-79,2
2001,1,C340,4,80-84,1
2001,1,C340,5,45-49,1
2001,1,C340,5,65-69,1
2001,1,C340,5,70-74,2
2001,1,C340,5,75-79,1
2001,1,C340,5,80-84,1
2001,1,C340,5,85-89,2
2001,1,C341,1,50-54,1
2001,1,C341,1,55-59,2
2001,1,C341,1,60-64,7
2001,1,C341,1,65-69,11
2001,1,C341,1,70-74,11
2001,1,C341,1,75-79,7
2001,1,C341,1,80-84,4
2001,1,C341,1,85-89,2
2001,1,C341,2,45-49,2
2001,1,C341,2,50-54,1
2001,1,C341,2,55-59,5
2001,1,C341,2,60-64,2
2001,1,C341,2,65-69,6
2001,1,C341,2,70-74,7
2001,1,C341,2,75-79,7
2001,1,C341,2,80-84,3
2001,1,C341,2,85-89,5
2001,1,C341,3,50-54,1
2001,1,C341,3,55-59,1
2001,1,C341,3,60-64,3
2001,1,C341,3,65-69,1
2001,1,C341,3,70-74,6
2001,1,C341,3,75-79,2
2001,1,C341,3,80-84,5
2001,1,C341,3,85-89,2
2001,1,C341,3,90+,2
2001,1,C341,4,55-59,2
2001,1,C341,4,60-64,5
2001,1,C341,4,70-74,4
2001,1,C341,4,75-79,9
2001,1,C341,4,80-84,1
2001,1,C341,4,85-89,1
2001,1,C341,5,45-49,1
2001,1,C341,5,65-69,4
2001,1,C341,5,70-74,7
2001,1,C341,5,75-79,3
2001,1,C341,5,80-84,6
2001,1,C341,5,85-89,3
2001,1,C342,1,60-64,1
2001,1,C342,1,70-74,1
2001,1,C342,1,80-84,1
2001,1,C342,2,70-74,1
2001,1,C342,2,80-84,1
2001,1,C342,2,90+,1
2001,1,C342,4,65-69,2
2001,1,C342,4,75-79,1
2001,1,C343,1,45-49,1
2001,1,C343,1,55-59,1
2001,1,C343,1,60-64,2
2001,1,C343,1,65-69,5
2001,1,C343,1,70-74,8
2001,1,C343,1,75-79,4
2001,1,C343,1,80-84,1
2001,1,C343,1,85-89,1
2001,1,C343,2,55-59,3
2001,1,C343,2,65-69,2
2001,1,C343,2,70-74,1
2001,1,C343,2,75-79,4
2001,1,C343,2,80-84,2
2001,1,C343,2,85-89,2
2001,1,C343,3,50-54,1
2001,1,C343,3,65-69,1
2001,1,C343,3,70-74,3
2001,1,C343,3,75-79,6
2001,1,C343,3,85-89,1
2001,1,C343,3,90+,1
2001,1,C343,4,70-74,2
2001,1,C343,4,75-79,1
2001,1,C343,4,80-84,1
2001,1,C343,4,85-89,2
2001,1,C343,5,55-59,1
2001,1,C343,5,60-64,1
2001,1,C343,5,70-74,1
2001,1,C343,5,75-79,1
2001,1,C343,5,85-89,4
2001,1,C348,1,75-79,1
2001,1,C349,1,25-29,1
2001,1,C349,1,30-34,4
2001,1,C349,1,35-39,7
2001,1,C349,1,40-44,30
2001,1,C349,1,45-49,95
2001,1,C349,1,50-54,187
2001,1,C349,1,55-59,325
2001,1,C349,1,60-64,507
2001,1,C349,1,65-69,731
2001,1,C349,1,70-74,846
2001,1,C349,1,75-79,907
2001,1,C349,1,80-84,513
2001,1,C349,1,85-89,239
2001,1,C349,1,90+,74
2001,1,C349,2,25-29,1
2001,1,C349,2,30-34,2
2001,1,C349,2,35-39,10
2001,1,C349,2,40-44,20
2001,1,C349,2,45-49,52
2001,1,C349,2,50-54,130
2001,1,C349,2,55-59,227
2001,1,C349,2,60-64,393
2001,1,C349,2,65-69,516
2001,1,C349,2,70-74,672
2001,1,C349,2,75-79,775
2001,1,C349,2,80-84,504
2001,1,C349,2,85-89,267
2001,1,C349,2,90+,69
2001,1,C349,3,25-29,2
2001,1,C349,3,30-34,1
2001,1,C349,3,35-39,4
2001,1,C349,3,40-44,13
2001,1,C349,3,45-49,45
2001,1,C349,3,50-54,125
2001,1,C349,3,55-59,211
2001,1,C349,3,60-64,298
2001,1,C349,3,65-69,462
2001,1,C349,3,70-74,580
2001,1,C349,3,75-79,651
2001,1,C349,3,80-84,454
2001,1,C349,3,85-89,223
2001,1,C349,3,90+,108
2001,1,C349,4,30-34,4
2001,1,C349,4,35-39,1
2001,1,C349,4,40-44,7
2001,1,C349,4,45-49,39
2001,1,C349,4,50-54,102
2001,1,C349,4,55-59,168
2001,1,C349,4,60-64,263
2001,1,C349,4,65-69,364
2001,1,C349,4,70-74,533
2001,1,C349,4,75-79,573
2001,1,C349,4,80-84,405
2001,1,C349,4,85-89,208
2001,1,C349,4,90+,70
2001,1,C349,5,35-39,5
2001,1,C349,5,40-44,10
2001,1,C349,5,45-49,25
2001,1,C349,5,50-54,76
2001,1,C349,5,55-59,154
2001,1,C349,5,60-64,192
2001,1,C349,5,65-69,300
2001,1,C349,5,70-74,437
2001,1,C349,5,75-79,446
2001,1,C349,5,80-84,358
2001,1,C349,5,85-89,172
2001,1,C349,5,90+,69
2001,1,C509,1,55-59,2
2001,1,C509,1,60-64,2
2001,1,C509,1,70-74,3
2001,1,C509,1,75-79,2
2001,1,C509,1,80-84,4
2001,1,C509,1,85-89,1
2001,1,C509,2,50-54,1
2001,1,C509,2,60-64,2
2001,1,C509,2,65-69,2
2001,1,C509,2,70-74,1
2001,1,C509,2,75-79,2
2001,1,C509,2,80-84,1
2001,1,C509,2,85-89,2
2001,1,C509,3,50-54,1
2001,1,C509,3,60-64,4
2001,1,C509,3,65-69,1
2001,1,C509,3,70-74,2
2001,1,C509,3,75-79,4
2001,1,C509,3,80-84,5
2001,1,C509,3,90+,1
2001,1,C509,4,50-54,1
2001,1,C509,4,60-64,1
2001,1,C509,4,65-69,3
2001,1,C509,4,70-74,1
2001,1,C509,4,75-79,4
2001,1,C509,4,85-89,3
2001,1,C509,4,90+,1
2001,1,C509,5,45-49,2
2001,1,C509,5,60-64,2
2001,1,C509,5,65-69,1
2001,1,C509,5,70-74,4
2001,1,C509,5,75-79,6
2001,1,C509,5,80-84,3
2001,1,C509,5,85-89,2
2001,1,E110,1,75-79,2
2001,1,E110,2,70-74,1
2001,1,E110,2,90+,2
2001,1,E110,3,85-89,1
2001,1,E110,4,85-89,1
2001,1,E110,5,90+,1
2001,1,E111,1,55-59,1
2001,1,E111,2,65-69,1
2001,1,E111,3,70-74,1
2001,1,E111,4,65-69,1
2001,1,E112,1,65-69,1
2001,1,E112,1,75-79,2
2001,1,E112,2,70-74,1
2001,1,E112,3,75-79,1
2001,1,E112,3,90+,1
2001,1,E112,4,80-84,1
2001,1,E112,5,70-74,1
2001,1,E112,5,80-84,1
2001,1,E115,1,50-54,1
2001,1,E115,1,60-64,2
2001,1,E115,1,65-69,2
2001,1,E115,1,70-74,3
2001,1,E115,1,75-79,6
2001,1,E115,1,80-84,7
2001,1,E115,1,85-89,4
2001,1,E115,1,90+,1
2001,1,E115,2,50-54,1
2001,1,E115,2,55-59,2
2001,1,E115,2,60-64,1
2001,1,E115,2,65-69,4
2001,1,E115,2,75-79,4
2001,1,E115,2,80-84,10
2001,1,E115,2,85-89,4
2001,1,E115,3,55-59,1
2001,1,E115,3,65-69,1
2001,1,E115,3,75-79,1
2001,1,E115,3,80-84,5
2001,1,E115,3,85-89,11
2001,1,E115,3,90+,2
2001,1,E115,4,65-69,1
2001,1,E115,4,70-74,4
2001,1,E115,4,75-79,1
2001,1,E115,4,80-84,3
2001,1,E115,4,90+,3
2001,1,E115,5,70-74,4
2001,1,E115,5,75-79,1
2001,1,E115,5,80-84,4
2001,1,E115,5,85-89,2
2001,1,E115,5,90+,1
2001,1,E116,5,75-79,1
2001,1,E117,1,75-79,1
2001,1,E117,1,85-89,1
2001,1,E117,3,70-74,1
2001,1,E117,3,75-79,1
2001,1,E117,4,85-89,1
2001,1,E119,1,30-34,1
2001,1,E119,1,45-49,2
2001,1,E119,1,50-54,3
2001,1,E119,1,55-59,5
2001,1,E119,1,60-64,2
2001,1,E119,1,65-69,13
2001,1,E119,1,70-74,21
2001,1,E119,1,75-79,13
2001,1,E119,1,80-84,22
2001,1,E119,1,85-89,8
2001,1,E119,1,90+,3
2001,1,E119,2,50-54,2
2001,1,E119,2,55-59,1
2001,1,E119,2,60-64,1
2001,1,E119,2,65-69,6
2001,1,E119,2,70-74,10
2001,1,E119,2,75-79,16
2001,1,E119,2,80-84,23
2001,1,E119,2,85-89,14
2001,1,E119,2,90+,5
2001,1,E119,3,40-44,1
2001,1,E119,3,55-59,2
2001,1,E119,3,60-64,4
2001,1,E119,3,65-69,5
2001,1,E119,3,70-74,10
2001,1,E119,3,75-79,19
2001,1,E119,3,80-84,11
2001,1,E119,3,85-89,10
2001,1,E119,3,90+,12
2001,1,E119,4,55-59,1
2001,1,E119,4,60-64,2
2001,1,E119,4,65-69,2
2001,1,E119,4,70-74,10
2001,1,E119,4,75-79,7
2001,1,E119,4,80-84,12
2001,1,E119,4,85-89,13
2001,1,E119,4,90+,7
2001,1,E119,5,40-44,1
2001,1,E119,5,50-54,1
2001,1,E119,5,60-64,3
2001,1,E119,5,65-69,3
2001,1,E119,5,70-74,5
2001,1,E119,5,75-79,15
2001,1,E119,5,80-84,6
2001,1,E119,5,85-89,11
2001,1,E119,5,90+,5
2001,1,F019,1,65-69,1
2001,1,F019,1,70-74,5
2001,1,F019,1,75-79,19
2001,1,F019,1,80-84,15
2001,1,F019,1,85-89,10
2001,1,F019,1,90+,4
2001,1,F019,2,65-69,2
2001,1,F019,2,70-74,5
2001,1,F019,2,75-79,10
2001,1,F019,2,80-84,11
2001,1,F019,2,85-89,13
2001,1,F019,2,90+,4
2001,1,F019,3,55-59,1
2001,1,F019,3,60-64,1
2001,1,F019,3,65-69,2
2001,1,F019,3,70-74,5
2001,1,F019,3,75-79,10
2001,1,F019,3,80-84,24
2001,1,F019,3,85-89,19
2001,1,F019,3,90+,8
2001,1,F019,4,70-74,3
2001,1,F019,4,75-79,10
2001,1,F019,4,80-84,19
2001,1,F019,4,85-89,16
2001,1,F019,4,90+,9
2001,1,F019,5,65-69,4
2001,1,F019,5,70-74,7
2001,1,F019,5,75-79,8
2001,1,F019,5,80-84,12
2001,1,F019,5,85-89,19
2001,1,F019,5,90+,10
2001,1,F03,1,45-49,1
2001,1,F03,1,50-54,3
2001,1,F03,1,55-59,2
2001,1,F03,1,60-64,7
2001,1,F03,1,65-69,22
2001,1,F03,1,70-74,40
2001,1,F03,1,75-79,96
2001,1,F03,1,80-84,128
2001,1,F03,1,85-89,148
2001,1,F03,1,90+,106
2001,1,F03,2,45-49,1
2001,1,F03,2,55-59,4
2001,1,F03,2,60-64,5
2001,1,F03,2,65-69,21
2001,1,F03,2,70-74,38
2001,1,F03,2,75-79,124
2001,1,F03,2,80-84,155
2001,1,F03,2,85-89,202
2001,1,F03,2,90+,127
2001,1,F03,3,50-54,2
2001,1,F03,3,55-59,1
2001,1,F03,3,60-64,4
2001,1,F03,3,65-69,15
2001,1,F03,3,70-74,51
2001,1,F03,3,75-79,113
2001,1,F03,3,80-84,163
2001,1,F03,3,85-89,213
2001,1,F03,3,90+,122
2001,1,F03,4,50-54,1
2001,1,F03,4,55-59,1
2001,1,F03,4,60-64,4
2001,1,F03,4,65-69,13
2001,1,F03,4,70-74,30
2001,1,F03,4,75-79,97
2001,1,F03,4,80-84,155
2001,1,F03,4,85-89,192
2001,1,F03,4,90+,156
2001,1,F03,5,50-54,1
2001,1,F03,5,55-59,3
2001,1,F03,5,60-64,3
2001,1,F03,5,65-69,16
2001,1,F03,5,70-74,27
2001,1,F03,5,75-79,89
2001,1,F03,5,80-84,127
2001,1,F03,5,85-89,180
2001,1,F03,5,90+,149
2001,1,I200,1,85-89,1
2001,1,I200,2,75-79,1
2001,1,I200,2,80-84,1
2001,1,I200,4,90+,1
2001,1,I200,5,75-79,1
2001,1,I209,1,65-69,2
2001,1,I209,1,70-74,2
2001,1,I209,1,75-79,1
2001,1,I209,1,80-84,2
2001,1,I209,1,85-89,1
2001,1,I209,1,90+,3
2001,1,I209,2,75-79,2
2001,1,I209,2,85-89,2
2001,1,I209,2,90+,2
2001,1,I209,3,70-74,2
2001,1,I209,3,75-79,2
2001,1,I209,3,80-84,4
2001,1,I209,3,85-89,2
2001,1,I209,3,90+,1
2001,1,I209,4,80-84,3
2001,1,I209,4,85-89,2
2001,1,I209,5,70-74,1
2001,1,I209,5,80-84,1
2001,1,I209,5,85-89,1
2001,1,I209,5,90+,1
2001,1,I210,4,55-59,1
2001,1,I213,4,85-89,1
2001,1,I213,5,75-79,1
2001,1,I214,1,30-34,1
2001,1,I214,1,40-44,1
2001,1,I214,1,50-54,1
2001,1,I214,1,55-59,3
2001,1,I214,1,60-64,2
2001,1,I214,1,65-69,5
2001,1,I214,1,70-74,1
2001,1,I214,1,75-79,2
2001,1,I214,1,80-84,3
2001,1,I214,1,85-89,2
2001,1,I214,2,55-59,1
2001,1,I214,2,60-64,4
2001,1,I214,2,65-69,1
2001,1,I214,2,70-74,5
2001,1,I214,2,75-79,3
2001,1,I214,2,80-84,6
2001,1,I214,2,90+,1
2001,1,I214,3,40-44,1
2001,1,I214,3,65-69,1
2001,1,I214,3,70-74,2
2001,1,I214,3,75-79,4
2001,1,I214,3,80-84,3
2001,1,I214,3,85-89,3
2001,1,I214,3,90+,1
2001,1,I214,4,45-49,1
2001,1,I214,4,55-59,1
2001,1,I214,4,60-64,1
2001,1,I214,4,65-69,1
2001,1,I214,4,70-74,3
2001,1,I214,4,80-84,1
2001,1,I214,5,50-54,1
2001,1,I214,5,60-64,2
2001,1,I214,5,65-69,1
2001,1,I214,5,70-74,2
2001,1,I214,5,80-84,3
2001,1,I214,5,85-89,3
2001,1,I219,1,25-29,5
2001,1,I219,1,30-34,16
2001,1,I219,1,35-39,30
2001,1,I219,1,40-44,98
2001,1,I219,1,45-49,166
2001,1,I219,1,50-54,273
2001,1,I219,1,55-59,346
2001,1,I219,1,60-64,502
2001,1,I219,1,65-69,726
2001,1,I219,1,70-74,937
2001,1,I219,1,75-79,1077
2001,1,I219,1,80-84,822
2001,1,I219,1,85-89,457
2001,1,I219,1,90+,155
2001,1,I219,2,<1,1
2001,1,I219,2,20-24,1
2001,1,I219,2,25-29,3
2001,1,I219,2,30-34,7
2001,1,I219,2,35-39,19
2001,1,I219,2,40-44,53
2001,1,I219,2,45-49,105
2001,1,I219,2,50-54,193
2001,1,I219,2,55-59,273
2001,1,I219,2,60-64,401
2001,1,I219,2,65-69,551
